Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): CANAL CAICAÉN, PUNTA CHUCAGUA",(1): AGUA Y FONDO,4.29,Persona natural,Sur,Canal,,
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CAUCAHUÉ, ENSENADA PILLIHUE,  ISLA CAUCAHUE",(1): AGUA Y FONDO,50.0,Empresa,Sur,Canal,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): NORTE DE PUNTA SURGIDERO, ISLA MAILLÉN",(1): AGUA Y FONDO,8.25,Empresa,Sur,Punta,,
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): BAHÍA MANAO, SECTOR MANAO",(1): AGUA Y FONDO,3.52,Empresa,Sur,Bahía,,
QUINCHAO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): PUNTA COÑAO, ISLA QUINCHAO",(1): AGUA Y FONDO,0.23,Empresa,Sur,Punta,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO CHAUQUIAR, ISLA PULUQUI",(1): AGUA Y FONDO,12.0,Empresa,Sur,Estero,,
CASTRO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL QUEHUI, AL NORTE DE PUNTA CAMAHUE, ISLA QUEH",(1): AGUA Y FONDO,29.25,Empresa,Sur,Canal,,
PUQUELDON,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL LEMUY, SECTOR CALETA PUQUELDÓN, ISLA LEMUY",(1): AGUA Y FONDO,27.28,Empresa,Sur,Canal,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MITILIDOS, SALMONIDOS",PECES,"(1): ESTERO CHAUQUI, ISLA GUAR",(1): AGUA Y FONDO,40.0,Empresa,Sur,Estero,,
CHAITEN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,(1): ESTERO PILLÁN,(1): AGUA Y FONDO,19.63,Empresa,Sur,Estero,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO REÑIHUÉ, AL NORESTE DE ISLAS LAS NIEVES",(1): AGUA Y FONDO,6.5,Empresa,Sur,Estero,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO REÑIHUÉ, PUERTO ARGENTINO",(1): AGUA Y FONDO,6.5,Empresa,Sur,Estero,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO REÑIHUÉ, ENSENADA NORTE",(1): AGUA Y FONDO,6.5,Empresa,Sur,Estero,,
QUINCHAO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL HUDSON, PUNTA COQUEMCURA, ISLA QUINCHAO",(1): AGUA Y FONDO,12.0,Empresa,Sur,Canal,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL LLANCHID, AL NORESTE DE ISLA MALOMACUN",(1): AGUA Y FONDO,6.0,Empresa,Sur,Canal,,
PUERTO VARAS,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO LLANQUIHUE, BAHÍA EL VOLCÁN",(1): AGUA Y FONDO,1.68,Empresa,Sur,Lago,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): ESTERO QUINTUPEU,(1): AGUA Y FONDO,31.73,Empresa,Sur,Estero,,
CORRAL,REGIÓN DE LOS RÍOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO","MACROALGAS, MITILIDOS",ALGAS,"(1): ISLA MANCERA, AL SUR DE PUNTA CASTILLITO",(1): AGUA Y FONDO,5.0,Persona natural,Sur,Isla,,
TOLTEN,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): RÍO QUEULE, CALETA QUEULE",(1): AGUA Y FONDO,0.9,Persona natural,Centro Sur,Río,,
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): BAHÍA INGLESA, AL SUR DE PUNTA FERNÁNDEZ",(1): AGUA Y FONDO,2.01,Empresa,Norte,Bahía,,
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO CHOPE, ISLA PULUQUI",(1): AGUA Y FONDO,0.9,Persona natural,Sur,Estero,,
PUERTO OCTAY,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO RUPANCO, AL NOROESTE DE PUNTA NEGRA",(1): AGUA Y FONDO,10.66,Empresa,Sur,Lago,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CALETA LLANCAHUÉ, AL OESTE DE ISLA CABRAS",(1): AGUA Y FONDO,9.4,Empresa,Sur,Caleta,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL QUIHUA, GUAYÚN",(1): AGUA Y FONDO,5.01,Empresa,Sur,Canal,,
CHONCHI,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","ABALONES, MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL YAL, SECTOR  VILIPULLI",(1): AGUA Y FONDO,6.75,Empresa,Sur,Canal,,
QUEILEN,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): ESTERO COMPÚ, AL SUR DE ISLA CHALA",(1): AGUA Y FONDO,4.96,Empresa,Sur,Estero,,
QUELLON,REGIÓN DE LOS LAGOS,"ABALON JAPONES, ABALON ROJO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","ABALONES, SALMONIDOS",PECES,"(1): CANAL CHAIGUAO, SECTOR ESTERO CHETER",(1): AGUA Y FONDO,8.82,Empresa,Sur,Canal,,
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL SEÑORET, AL NORTE DE PUNTA DAROCH",(1): AGUA Y FONDO,0.23,Empresa,Austral,Canal,,
DALCAHUE,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO TENUAN, AL OESTE DE PUNTA CALEN",(1): AGUA Y FONDO,2.0,Persona natural,Sur,Paso,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): CANAL QUIHUA, ISLA QUIHUA",(1): AGUA Y FONDO,0.15,Persona natural,Sur,Canal,,
CALBUCO,REGIÓN DE LOS LAGOS,"OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","PECTINIDOS, SALMONIDOS",PECES,"(1): PUNTA MEIMEN, ISLA CALBUCO",(1): AGUA Y FONDO,12.65,Empresa,Sur,Punta,,
COQUIMBO,REGIÓN DE COQUIMBO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): BAHÍA HERRADURA DE GUAYACÁN, PUERTO GUAYACÁN",(1): AGUA Y FONDO,26.26,Empresa,Centro Norte,Bahía,,
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTION DEL NORTE, OSTION DEL SUR, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, MITILIDOS, OSTREIDOS, PECTINIDOS",ALGAS,"(1): CALETA DEL MEDIO, AL OESTE DE PUNTA WEEPIL",(1): AGUA Y FONDO,40.98,Empresa,Norte,Caleta,,
COQUIMBO,REGIÓN DE COQUIMBO,"OSTION DE CHILOE, OSTION DEL NORTE, OSTION DEL SUR, OSTION PATAGONICO",PECTINIDOS,MOLUSCOS,(1): BAHÍA GUANAQUERO,(1): AGUA Y FONDO,231.6,Empresa,Centro Norte,Bahía,,
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PUNTA CONEV, ISLA BUTACHAUQUES",(1): AGUA Y FONDO,10.12,Empresa,Sur,Punta,,
TOLTEN,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): DESEMBOCADURA RÍO QUEULE,(1): AGUA Y FONDO,0.84,Persona natural,Centro Sur,Río,,
PUERTO OCTAY,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO RUPANCO, BAHÍA EL ENCANTO",(1): AGUA Y FONDO,2.0,Empresa,Sur,Lago,,
CASTRO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL HUDSON, AL SURESTE DE PUNTA PULLAO",(1): AGUA Y FONDO,10.12,Empresa,Sur,Canal,,
DALCAHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): SECTOR OESTE PUNTA SAN JUAN,(1): AGUA Y FONDO,3.37,Empresa,Sur,Punta,,
QUEMCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL AÑIHUE, CALETA MECHUQUE, ISLA MECHUQUE",(1): AGUA Y FONDO,10.12,Empresa,Sur,Canal,,
DALCAHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): PASO TENAUN, AL OESTE DE PUNTA CAIMO",(1): AGUA Y FONDO,10.12,Empresa,Sur,Paso,,
CHONCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO CUCAO, SECTOR ANGOSTURA",(1): AGUA Y FONDO,1.8,Empresa,Sur,Lago,,
CHONCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO HUILLINCO, AL OESTE DE PUNTA CONTENTO",(1): AGUA Y FONDO,1.8,Empresa,Sur,Lago,,
CHONCHI,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): LAGO HUILLINCO, ENSENADA NOTUÉ",(1): AGUA Y FONDO,1.8,Empresa,Sur,Lago,,
CHAITEN,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): BAHÍA PUMALÍN,(1): AGUA Y FONDO,5.58,Empresa,Sur,Bahía,,
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): BAHÍA LINAO, SECTOR DOCA",(1): PLAYA ,1.39,Persona natural,Sur,Bahía,,
COQUIMBO,REGIÓN DE COQUIMBO,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): BAHÍA COQUIMBO, PLAYA CHANGA",(1): AGUA Y FONDO,9.08,Empresa,Centro Norte,Bahía,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): ESTERO QUINTUPEU,(1): AGUA Y FONDO,13.6,Empresa,Sur,Estero,,
HUALAIHUE,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL CHOLGO, SECTOR PICHANCO",(1): AGUA Y FONDO,5.78,Empresa,Sur,Canal,,
QUELLON,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,(1): ESTERO YALDAD,(1): PLAYA ,1.0,Persona natural,Sur,Estero,,
CASTRO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANAL LEMUY, AL SUR DE PUNTA AGUANTAO",(1): AGUA Y FONDO,3.37,Empresa,Sur,Canal,,
PUERTO MONTT,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ISLA GUAR, SECTOR ILTU",(1): AGUA Y FONDO,22.5,Empresa,Sur,Isla,,
PUQUELDON,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO, OSTION DEL NORTE, OSTION DEL SUR, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS, PECTINIDOS",MOLUSCOS,"(1): CANAL YAL, SECTOR SUR PUNTA LUCU, ISLA LEMUY",(1): AGUA Y FONDO,4.6,Empresa,Sur,Canal,,
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): CANAL CAULÍN, SECTOR CAULÍN",(1): AGUA Y FONDO,2.63,Persona natural,Sur,Canal,,
CALBUCO,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO","MACROALGAS, MITILIDOS",ALGAS,"(1): ESTERO HUITO, EL ROSARÍO, (2): ESTERO HUITO, EL ROSARÍO","(1): AGUA Y FONDO, (2): PLAYA ",0.6,Persona natural,Sur,Estero,,
ANCUD,REGIÓN DE LOS LAGOS,"OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA",OSTREIDOS,MOLUSCOS,"(1): BAHÍA LINAO, SECTOR DOCA",(1): AGUA Y FONDO,0.82,Persona natural,Sur,Bahía,,
COCHAMO,REGIÓN DE LOS LAGOS,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,(1): BAHÍA MARTIN,(1): AGUA Y FONDO,1.5,Empresa,Sur,Bahía,,
ANCUD,REGIÓN DE LOS LAGOS,"OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA",OSTREIDOS,MOLUSCOS,"(1): BAHÍA LINAO, SECTOR DOCA",(1): AGUA Y FONDO,1.97,Persona natural,Sur,Bahía,,
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, OSTREIDOS",ALGAS,"(1): ENSENADA NAGLE, AL ESTE DE PUNTA AUCÁN",(1): AGUA Y FONDO,4.2,Empresa,Sur,Ensenada,,
