Comuna,Region,EspeciesPT,GrupoPT,GRUPO ESPECIE AGRUPADO,toponimio,TipoPorcion,superficieTotal,Tipo Titulares,Macrozona,Tipo Toponimio
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE PARCELA A16",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE PARCELA D12",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA W3",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA D60",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA N11",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA W1",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA W10",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA S6",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA J17",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA D10",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA D27",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ENSENADA CODIHUE, AL NOROESTE DE PUNTA PEUQUE, SECTOR 2",(1): AGUA Y FONDO,3.0,Persona natural,Sur,Ensenada
PELLUHUE,REGIÓN DEL MAULE,"CHOLGA, CHORITO, CHORO, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA","MITILIDOS, OSTREIDOS",MOLUSCOS,"(1): RÍO CHOVELLÉN, SECTOR EL CARDONAL",(1): AGUA Y FONDO,0.99,Sindicato,Centro Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, AL NORESTE DE MORRO CHANHUÉ",(1): AGUA Y FONDO,3.01,Persona natural,Sur,Río
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLIN RIBERA NORTE, PARCELA C11",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
CUREPTO,REGIÓN DEL MAULE,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, OSTREIDOS",ALGAS,(1): DESEMBOCADURA RÍO HUECHULLAMI,(1): AGUA Y FONDO,5.0,Sindicato,Centro Sur,Río
CALBUCO,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,(1): ESTERO HUITO,(1): AGUA Y FONDO,2.0,Persona natural,Sur,Estero
ANCUD,REGIÓN DE LOS LAGOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): ESTERO DEL DIQUE, AL NOROESTE DE PUNTA ARENAS, PENÍNSULA LACUI",(1): AGUA Y FONDO,2.04,Persona natural,Sur,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): SENO EREZCANO, SECTOR 2",(1): AGUA Y FONDO,17.1,Empresa,Austral,Seno
MAULLIN,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): RÍO MAULLÍN, RIBERA NORTE, PARCELA D3",(1): AGUA Y FONDO,0.3,Persona natural,Sur,Río
ANCUD,REGIÓN DE LOS LAGOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,(1): RÍO PUDETO,(1): AGUA Y FONDO,5.74,Persona natural,Sur,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): CANALIZO NORTE, AL NORTE DE PENÍNSULA MUÑOZ GAMERO",(1): AGUA Y FONDO,6.0,Empresa,Austral,Canal
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): BAHÍA BEAUFORT, AL NORTE DE PUNTA NOLASCO, ISLA  EMILIANO FIGUEROA",(1): AGUA Y FONDO,10.0,Empresa,Austral,Bahía
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): SENO GLACIER, AL ESTE DE ISLA VIOLETA, PENÍNSULA MUÑOZ GAMERO ",(1): AGUA Y FONDO,10.0,Empresa,Austral,Seno
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): SUR DE ESTERO CÓRDOVA, ISLA DESOLACIÓN",(1): AGUA Y FONDO,20.0,Empresa,Austral,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): SENO EREZCANO, SECTOR 1",(1): AGUA Y FONDO,18.0,Empresa,Austral,Seno
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): ESTERO CÓRDOVA, AL SUR DE CALETA BAKER, ISLA DESOLACIÓN",(1): AGUA Y FONDO,20.0,Empresa,Austral,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PENÍNSULA ANTONIO VARAS, AL OESTE DE ISLA DONOSO",(1): AGUA Y FONDO,5.5,Persona natural,Austral,Península
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO CORDOVA, AL NORESTE DE BAHÍA WILLIWAW, ISLA DESOLACIÓN",(1): AGUA Y FONDO,8.04,Empresa,Austral,Estero
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO CORDOVA, AL NORESTE DE BAHÍA DESILUSIÓN, ISLA DESOLACIÓN",(1): AGUA Y FONDO,10.0,Empresa,Austral,Estero
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PENÍNSULA ANTONIO VARAS, AL ESTE DE PUNTA VERGARA",(1): AGUA Y FONDO,4.9,Persona natural,Austral,Península
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL SUROESTE DE ISLA DONOSO",(1): AGUA Y FONDO,5.0,Persona natural,Austral,Paso
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTION DEL NORTE, OSTION DEL SUR, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, OSTREIDOS, PECTINIDOS",ALGAS,"(1): PUERTO CALDERILLA, AL NORESTE DE PUNTA ESTE, (2): PUERTO CALDERILLA, AL NORESTE DE PUNTA ESTE","(1): TERRENO DE PLAYA, (2): AGUA Y FONDO",0.45,Persona natural,Norte,Puerto
CORRAL,REGIÓN DE LOS RÍOS,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO CHAIHUÍN, AL OESTE DE CERRO CHAIHUÍN O AZÚCAR",(1): AGUA Y FONDO,4.74,Sindicato,Sur,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO NAVARRO, ISLA RIESCO, SECTOR 2",(1): AGUA Y FONDO,16.0,Empresa,Austral,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO NAVARRO, ISLA RIESCO, SECTOR 3",(1): AGUA Y FONDO,16.0,Empresa,Austral,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO, SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA","MACROALGAS, SALMONIDOS",PECES,"(1): SENO SKYRING, ENSENADA PONSONBY, AL NOROESTE DE PUNTA PEDREGOSA, SECTOR 1",(1): AGUA Y FONDO,6.0,Empresa,Austral,Seno
AISEN,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): FIORDO AYSÉN, AL NORESTE DE PUNTA CANAL, ISLA CARM",(1): AGUA Y FONDO,25.92,Empresa,Austral,Fiordo
CALDERA,REGIÓN DE ATACAMA,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO",MACROALGAS,ALGAS,"(1): PUERTO CALDERILLA, AL SUROESTE DE PUNTA ESTER",(1): AGUA Y FONDO,0.32,Persona natural,Norte,Puerto
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PENÍNSULA ANTONIO VARAS, AL ESTE DE PUNTA VERGARA",(1): AGUA Y FONDO,4.91,Persona natural,Austral,Península
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONES, AL ESTE DE PUNTA VERGARA",(1): AGUA Y FONDO,4.91,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL NOROESTE DE ISLA DONOSO",(1): AGUA Y FONDO,5.5,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL NORESTE DE PUNTA VERGARA, PENÍNSULA ANTONIO VARAS",(1): AGUA Y FONDO,5.81,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL SUROESTE DE ISLA DONOSO",(1): AGUA Y FONDO,5.2,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL SUROESTE DE ISLA DONOSO",(1): AGUA Y FONDO,4.61,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PENÍNSULA ANTONIO VARAS, AL ESTE DE PUNTA VERGARA",(1): AGUA Y FONDO,5.0,Persona natural,Austral,Península
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL NORESTE DE PUNTA VERGARA, PENÍNSULA ANTONIO VARAS",(1): AGUA Y FONDO,5.63,Persona natural,Austral,Paso
NATALES,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): PASO VATTUONE, AL SUROESTE DE ISLA DONOSO",(1): AGUA Y FONDO,5.0,Persona natural,Austral,Paso
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO GLACIER, AL ESTE DE ISLA ELEODORO, PENÍNSULA MUÑOZ GAMERO",(1): AGUA Y FONDO,10.0,Empresa,Austral,Seno
VALDIVIA,REGIÓN DE LOS RÍOS,"CAROLA, CHASCA, CHASCON O HUIRO NEGRO, CHICOREA DE MAR, CHOLGA, CHORITO, CHORO, COCHAYUYO, HUIRO CANUTILLO O FLOTADOR, LUCHE, LUGA CUCHARA O CORTA, LUGA NEGRA O CRESPA, LUGA-ROJA, OSTRA CHILENA, OSTRA DEL PACIFICO O JAPONESA, PELILLO","MACROALGAS, MITILIDOS, OSTREIDOS",ALGAS,"(1): BAHÍA CORRAL, AL OESTE DE PUNTA NIEBLA",(1): AGUA Y FONDO,3.0,Sindicato,Sur,Bahía
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO SKYRING, AL SURESTE DE ENSENADA MORENO",(1): AGUA Y FONDO,5.25,Empresa,Austral,Seno
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,0.99,Persona natural,Centro Sur,Río
CARAHUE,REGIÓN DE LA ARAUCANÍA,"CHOLGA, CHORITO, CHORO",MITILIDOS,MOLUSCOS,"(1): RÍO IMPERIAL, AL SUROESTE DE NEHUENTUÉ",(1): AGUA Y FONDO,0.95,Persona natural,Centro Sur,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO SKYRING, BAHÍA LEÓN",(1): AGUA Y FONDO,15.0,Empresa,Austral,Seno
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO PÉREZ DE ARCE, AL NORESTE DE PUERTO BROWNE, ISLA RIESCO",(1): AGUA Y FONDO,10.0,Empresa,Austral,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTUARÍO GÓMEZ CARREÑO, ENTRE PUNTA TEGUALDA Y PUNTA NORTE, ISLA RIESCO",(1): AGUA Y FONDO,144.0,Empresa,Austral,Río
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): CANAL ALMIRANTE MARTÍNEZ, AL SURESTE DE PUNTA RAMÓN, PENÍNSULA MUÑOZ GAMERO",(1): AGUA Y FONDO,10.0,Empresa,Austral,Canal
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO PÉREZ DE ARCE, AL NORTE DE PUNTA NEGRA, ISLA RIESCO",(1): AGUA Y FONDO,44.94,Empresa,Austral,Estero
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): SENO SKYRING, ENSENADA PONSONBY, SECTOR 2",(1): AGUA Y FONDO,6.0,Empresa,Austral,Seno
RIO VERDE,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO RETROCESO, ISLA RIESCO",(1): AGUA Y FONDO,20.0,Empresa,Austral,Estero
PUNTA ARENAS,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA",SALMONIDOS,PECES,"(1): ESTERO CÓRDOVA, AL SUR DE BAHÍA WILLIWAW, ISLA DESOLACIÓN",(1): AGUA Y FONDO,6.25,Empresa,Austral,Estero
